"Step","model.ln_type: pre-v - test/loss","model.ln_type: pre-v - test/loss__MIN","model.ln_type: pre-v - test/loss__MAX","model.ln_type: mlp-pre - test/loss","model.ln_type: mlp-pre - test/loss__MIN","model.ln_type: mlp-pre - test/loss__MAX","model.ln_type: attn-pre-v - test/loss","model.ln_type: attn-pre-v - test/loss__MIN","model.ln_type: attn-pre-v - test/loss__MAX","model.ln_type: attn-pre-qk - test/loss","model.ln_type: attn-pre-qk - test/loss__MIN","model.ln_type: attn-pre-qk - test/loss__MAX","model.ln_type: attn-pre - test/loss","model.ln_type: attn-pre - test/loss__MIN","model.ln_type: attn-pre - test/loss__MAX","model.ln_type: off - test/loss","model.ln_type: off - test/loss__MIN","model.ln_type: off - test/loss__MAX"
"977","0.008788818846550226","0.0009951172521824097","0.029354338296592786","0.01546803091878202","0.0014465859701044068","0.048385057593266154","8.34720405984353","6.625331600784084","10.38198315205966","22.114122173179453","20.766784379974364","23.264032009894095","16.06430892848498","12.866204278542572","20.19507900719963","25.14458393636615","21.686169091802206","28.802616411303745"
"978","0.008704193551831236","0.0009865098261763743","0.028990156330290864","0.015280913399202928","0.0014247864177067498","0.047739565941051866","8.330071445827807","6.602836680250042","10.368121215003244","22.122156504796337","20.742688833090487","23.29183778767033","16.074697905244573","12.877051520019375","20.20515449495047","25.152521220626767","21.693105318437336","28.811423183163193"
"979","0.008620411579150802","0.0009779420716446332","0.028629979724936794","0.015096824064559918","0.0014033429940342873","0.047101662317866104","8.312905127223143","6.5803129282925426","10.354233293731621","22.125233124611835","20.720375883141127","23.320227138185015","16.08508277144336","12.887894283253521","20.215224180114966","25.160450424263953","21.70003622463621","28.820218905779587"
"980","0.008537460806110819","0.0009694152653019004","0.028273783025808026","0.014916231459741854","0.0013822490919738531","0.046470895025396","8.2957052249556","6.557760460555508","10.340319682240656","22.143338540965097","20.700561160613006","23.348788459151965","16.09546340522585","12.898732875000219","20.225287099210025","25.168371362176675","21.706961261789782","28.829002935862018"
"981","0.008455329952823902","0.0009609306530792083","0.027921550957212733","0.014739810612252324","0.0013614990649703435","0.0458477588550272","8.278471681687686","6.535179754388324","10.32638041835405","22.136033835325556","20.682222701666273","23.377207338506945","16.105840096906295","12.909566855613592","20.235345070251785","25.176284039840912","21.713880339229572","28.83777478868428"
"982","0.008374003939231631","0.0009524888780116863","0.02757324612236028","0.014567936961772146","0.0013410864490823748","0.04523149419632705","8.261204697702583","6.512571189422787","10.312415825727877","22.149653058573776","20.664652853669097","23.40567543382577","16.116212403712428","12.920396293796546","20.24539676758629","25.184188513856764","21.720794117429175","28.8465349748795"
"983","0.00829346913019578","0.0009440915476005014","0.027228832685083224","0.014401220075399953","0.0013210060511298807","0.04462298030462468","8.243904312191964","6.489934763602334","10.298426498890581","22.15761500032179","20.64809810049763","23.43451560808323","16.126580616074044","12.931221201666125","20.255442402550216","25.19208426771028","21.72770110889766","28.85528285953446"
"984","0.008213714038060782","0.0009357395635654683","0.02688829955808574","0.014239678792583902","0.0013012528399226765","0.04402076660574461","8.226570624093984","6.467271130396529","10.284412587146019","22.167863452663834","20.632749376145703","23.46343071847683","16.136944524446545","12.942041441787602","20.265482045652437","25.199971794810082","21.734602698768146","28.864019650885794"
"985","0.00813472089164582","0.0009274332571268986","0.026551593325730337","0.014083901221654677","0.0012818205932225895","0.04342689773420188","8.209203770183606","6.444580472155227","10.27037421080421","22.1616044895473","20.61824388585972","23.49232292675476","16.147304224459404","12.952856933872726","20.275515647447886","25.207850844131038","21.741497776995786","28.872744031660698"
"986","0.008056479290512416","0.0009191745017631673","0.02621870008478064","0.01393329019747252","0.0012627026225748004","0.042838128530607","8.19180410012275","6.421863496881335","10.256312077022077","22.177335144802655","20.604374858133152","23.521194566009143","16.157659479160237","12.963667455557898","20.285542732276006","25.215721194746173","21.7483872013533","28.88145580987026"
"987","0.007978974560728857","0.0009109635310689652","0.02588958451603559","0.013788762752594597","0.0012438963193703754","0.04225935990058408","8.17437169923291","6.3991203914732875","10.242226773209875","22.168648990916306","20.591684964849026","23.550080994763192","16.168010490369632","12.974473236457865","20.29556403574765","25.223583055199484","21.7552699953586","28.890156291004555"
"988","0.007902196547449062","0.0009028014346852189","0.025564232442456265","0.013648548741207448","0.0012253935546206562","0.041682597004698924","8.156906773754999","6.376351908817748","10.228117760757375","22.175749944180826","20.580498368257558","23.579210599540918","16.17835719136539","12.98527407939903","20.305579264941127","25.23143607524354","21.76214634018819","28.898844809206526"
"989","0.00782612695024099","0.0008946890026107891","0.025242585704746308","0.013514957964652474","0.0012071903923247984","0.04112063320769791","8.139409491180686","6.35355822312357","10.213986000080894","22.175818014488648","20.570599498553452","23.60847182984776","16.18869935505698","12.996069914997042","20.31558807185509","25.239280178622433","21.769016756320028","28.90752038747851"
"990","0.007750755734524735","0.0008866269785533527","0.02492462966769335","0.013383488235849287","0.0011892818125337713","0.0405525018061852","8.121880268089928","6.330740258132652","10.199831704559113","22.17810574048695","20.561705316202445","23.637806607150374","16.19903715568497","13.00686056209249","20.32559082046605","25.247115550821093","21.775880375035108","28.91618385309093"
"991","0.007676071193994796","0.000878616217549419","0.024610339093225","0.013260798347806907","0.0011716626588597035","0.04001326242583296","8.104319235014938","6.307898060124895","10.18565515594837","22.180057854130474","20.55408654715765","23.667082481339246","16.209370283213694","13.017646242651962","20.335586711774965","25.254942119056942","21.782737379394927","28.924835783791725"
"992","0.007602058097872658","0.0008706570893065338","0.024299668909525157","0.01313475478008026","0.0011543280536068245","0.039444129993354934","8.086726743042291","6.2850324123715","10.171456709262914","22.181113517108596","20.548410925550467","23.696297751452544","16.21969891925235","13.028426732134083","20.345576418401553","25.262759582005593","21.7895877538571","28.933474880707987"
"993","0.007528706731446467","0.0008627503793147597","0.023992600581510263","0.013025700795604476","0.0011372727550818596","0.03894873290088395","8.069103088906342","6.262143886461325","10.157236531796734","22.180832417765792","20.54476107485911","23.725461232637812","16.230022878826453","13.039202105785021","20.355559576303033","25.2705678940022","21.796431413366342","28.942101205883688"
"994","0.007456003685204132","0.0008548966276335778","0.023689095647404085","0.012898727750199868","0.0011204916339161448","0.038354408670632736","8.051448710904264","6.2392330417851385","10.142995404805358","22.182010469401682","20.54248671576652","23.754619273955736","16.24034218726646","13.049971918150131","20.365536551905144","25.278367246475987","21.803268845909496","28.95071523803122"
"995","0.00738394022658351","0.0008470964028847483","0.023389137065808394","0.012820214965728601","0.0011039809920530158","0.0379948336315636","8.033763763882126","6.216300478203404","10.128732889589545","22.183118895916316","20.540970978628565","23.783863884165562","16.250656916052407","13.060736656725224","20.375506859145656","25.286157150463193","21.81009903638258","28.95931670791532"
"996","0.007312503109834581","0.0008393503038466421","0.023092681279561048","0.012688972808929963","0.0010877361382461202","0.03736572177521792","8.016048476053726","6.193346425505248","10.114449617563517","22.183751038143246","20.54016899744568","23.81297056541315","16.260966905478277","13.07149632210089","20.385470434299613","25.29393819012301","21.81692245979309","28.967905806514565"
"997","0.007241682849749809","0.0008316587569903267","0.022799702747560473","0.012739048857708875","0.0010717518371269952","0.037638812272768774","7.998303495318433","6.170371729277163","10.100146184384993","22.18349406972784","20.540478858305242","23.842045015641695","16.271272037290135","13.082250243138215","20.39542754371414","25.30170979536705","21.823738842126595","28.976482121967116"
"998","0.00717146872606376","0.0008240221331058924","0.022510167607521996","0.012712845480532434","0.0010560240552273997","0.03752744034775211","7.980528833226131","6.147376814573928","10.085822227210734","22.1848461672743","20.542433212204784","23.870996738697574","16.28157240341496","13.092998821833987","20.40537779084626","25.30947197222826","21.830548113312254","28.985045911902027"
"999","0.007101852492099899","0.0008164409051862743","0.022224054915133323","0.013492337125411157","0.0010405481827378308","0.04144262389537591","7.96272488441984","6.124361917873961","10.071477971114259","22.18978988308995","20.545906770345272","23.89997134125745","16.291868082932954","13.103741902829858","20.4153220263586","25.317224788145865","21.83735030025119","28.99359717680406"
"1000","0.007032823360224342","0.0008089155023708386","0.021941321681948817","0.01693844587956613","0.0010253193682690244","0.05868995902065339","7.944891921886376","6.101327655067401","10.057113792514347","22.195194071613653","20.550330690006323","23.92872103399195","16.302158732633306","13.114479807929111","20.4252590266227","25.32496799265894","21.844145017171353","29.00213549126018"
"1001","0.0069643718031212835","0.0008014462541690228","0.021661936029167474","0.520317102426819","0.0010103349063460738","2.5755999199038264","7.92703043658951","6.078274582992323","10.04273013653936","22.199508622251145","20.555627998153152","23.956751198691826","16.31244445675896","13.12521208921433","20.435189311518922","25.332701621876716","21.85093257846449","29.010660638798946"
"1002","0.006896491746054693","0.000794033293292637","0.021385879605689332","1.032024128899496","0.0009955896432775832","5.134152312611974","7.909140614942058","6.055203106141364","10.028326461213137","22.20441922417255","20.56197055812598","23.98016834500316","16.322725015910244","13.135938673924038","20.445112685417783","25.340425573918317","21.857712963940074","29.019173056948695"
"1003","0.006829173850862477","0.0007866769618309312","0.02111311133144772","0.8903434887255759","0.000981079879633314","4.425767497988822","7.891222712880582","6.0321134479325424","10.013903209990625","22.2081849152808","20.56925030594001","23.993267716260277","16.333000672168815","13.146659818956076","20.45502906696595","25.348140044666195","21.8644858074334","29.02767307772901"
"1004","0.006762410277847256","0.0007793772187976247","0.02084360262613948","0.7501647783909087","0.0009668009464548442","3.7248939199653717","7.873277034797819","6.009005804017122","9.999460329507192","22.212458871134476","20.57761849501015","24.008045719661773","16.343271229505113","13.157375331778878","20.46493872158138","25.35584465963177","21.871251380026983","29.03615980418319"
"1005","0.0066961943310907155","0.0007721346894861855","0.02057732257555388","0.702129858087009","0.0009527493792862709","3.4847412264175905","7.8553039751955165","5.985880886540889","9.984998210726683","22.21560465199378","20.58734208554803","24.02428609325454","16.35353651460017","13.168085420184518","20.474841139842074","25.363539186635695","21.878008953443217","29.044632928487594"
"1006","0.006630519142558198","0.000764948818238201","0.020314243866364694","0.5177658416832556","0.000938920581601172","2.5629452653216775","7.8373037564480965","5.962738636572013","9.970516641457884","22.21783021975002","20.598070395707467","24.031479177927345","16.363796724701892","13.17878975607047","20.48473670063894","25.37122389737409","21.884758843086008","29.053093280234055"
"1007","0.006565379230215396","0.0007578202744322783","0.020054337256633605","0.4376316989103758","0.0009253118653379267","2.162301090536693","7.819276704708974","5.9395798023762465","9.956015466658524","22.21969212975781","20.60926749646934","24.039305127243615","16.37405173210039","13.189488596020267","20.49462540187627","25.37889860986094","21.891501074506564","29.06154063351608"
"1008","0.006500768102887443","0.0007507489731997147","0.019797573855271276","0.38309596941115465","0.0009119192036567285","1.8896515433731753","7.801223111585759","5.916404345263232","9.941495297082716","22.222321622593963","20.620265192010624","24.04744781179991","16.384301324766703","13.200181764664151","20.504506639037167","25.3865632469899","21.898235499963306","29.06997416880641"
"1009","0.006436678210309471","0.000743735091547235","0.01954391254850997","0.35972549400092235","0.0008987390672350517","1.7728309137898197","7.783143302456591","5.893212618000564","9.926955506266255","22.221074752814214","20.631136355267184","24.0496193718801","16.394545612549233","13.210869085845216","20.51438054681574","25.39421793847902","21.904962300715763","29.078395080169457"
"1010","0.006373104844116714","0.0007367784700727795","0.01929333006427525","0.25493170784606284","0.0008857669233431988","1.248896421011569","7.765037590005603","5.870004895002433","9.912396723167767","22.219983299720294","20.643888696845845","24.047545411839305","16.404784455966485","13.221550817236366","20.524247285754136","25.401862212596136","21.91168047418487","29.086802063974666"
"1011","0.006310042800232225","0.0007298793665931736","0.019045797441510727","0.1862623891938209","0.0008729998960264286","0.9055869328462206","7.74690612894148","5.846781560080977","9.897818116895342","22.219679352271932","20.658840715397236","24.04971145751258","16.415018069781446","13.232227091137421","20.534106961638887","25.409496332342744","21.918390827299135","29.095196117914046"
"1012","0.006247488482683948","0.0007230375991774067","0.018801288440950643","0.18220004717772353","0.0008604344753507665","0.885314950878646","7.728749424600544","5.823542725265774","9.88322020509203","22.220108950882683","20.675016604307633","24.04866716276663","16.425246039356804","13.242897347052908","20.543959204636472","25.41712028335748","21.925093156848334","29.103576754094632"
"1013","0.006185434336017844","0.0007162530141545173","0.01855976411024933","0.16854497504269655","0.0008480668308388671","0.817081822560959","7.710567683838666","5.800288560665102","9.868602935350008","22.220406144389493","20.691639580426155","24.047311669171712","16.43546852828387","13.253562123617536","20.553803949299063","25.42473372899814","21.93178753564204","29.111943986960036"
"1014","0.006123877104767998","0.0007095256408135151","0.018321196880353496","0.13850093384744083","0.0008358945821330387","0.6669062353887131","7.692361362627963","5.777019551860715","9.853966162985394","22.221047769772646","20.7081802793728","24.038247589530954","16.445685455739408","13.26422129231103","20.563641211915723","25.432336724133346","21.938473005327445","29.120297643303886"
"1015","0.0060628119213760445","0.0007028554934345096","0.018085555610633495","0.1197565107711575","0.0008239133033688786","0.5732309491738355","7.67413056423335","5.753735895812369","9.839309730915682","22.224811618834025","20.72423307369974","24.038236779026473","16.45589675206856","13.274874595794525","20.573471114467715","25.439929124424264","21.945150467460127","29.1286375233009"
"1016","0.006002237068629426","0.0006962420711205295","0.017852821540231784","0.11112260141141883","0.0008121199822441526","0.5301102493127939","7.655875597677986","5.730437555652604","9.82463353808414","22.22830658096755","20.74029423036037","24.039702597815356","16.466102402512185","13.285522127004638","20.583293316674332","25.447511116283557","21.951819583679566","29.13696433528463"
"1017","0.0059421453617588115","0.0006896854874845801","0.017622948282497938","0.10490617662388639","0.0008005118789287001","0.49907878289963176","7.637597079032629","5.707125200888778","9.80993831663982","22.23145441177818","20.757179803779856","24.032442817513065","16.47630227158522","13.296163890703623","20.593107852163882","25.45508226179547","21.95847982106962","29.145276805455147"
"1018","0.005882536010314466","0.000683185447674368","0.017395918521014606","0.09868019345883663","0.0007890858811565798","0.46800111829772423","7.619295162155055","5.683798984917164","9.795223073141093","22.23278846497708","20.77510316924023","24.025138814316588","16.48649645079786","13.306799669584171","20.6029146569381","25.462642666926996","21.965131577139825","29.153575313821428"
"1019","0.005823405686616369","0.0006767420282093537","0.017171702145434342","0.09255978670035606","0.0007778384660845877","0.4374527306476406","7.6009701473824505","5.6604587988060535","9.780488114845303","22.23688376991833","20.793899550244582","24.02723891848185","16.496684751115843","13.317430062564243","20.612714037670948","25.470192278679416","21.971774689434653","29.16186050164558"
"1020","0.0057647491521134785","0.0006703546144091443","0.016950260521437405","0.08637333487060282","0.0007667669705640152","0.4065752901129591","7.582622406566576","5.637105484213252","9.765733220455106","22.24174049491484","20.8135619789611","24.028191678128294","16.50686732308766","13.328054634802749","20.6225054433175","25.47773103832247","21.97840902109176","29.170131653049896"
"1021","0.005706567435168785","0.0006640235128074735","0.016731580610568987","0.07976065820202026","0.0007558678473236314","0.37356772008465566","7.564252239415931","5.613738975644914","9.750958538994542","22.2458021901515","20.83377536226842","24.02228477058692","16.51704392333304","13.338673163375319","20.632289201971496","25.48525886940776","21.985034374087174","29.17838874231071"
"1022","0.00564885456560906","0.0006577480117161809","0.016515619216243175","0.07298362515786676","0.000745138641526066","0.33973920416062764","7.545860088941984","5.590359596581098","9.736163805109378","22.250014918926926","20.854085810004264","24.016161715525826","16.52721466414696","13.349286184739404","20.64206526391375","25.49277558019608","21.991650810372825","29.18663201109439"
"1023","0.00559160953064333","0.0006515282716743636","0.01630235458585824","0.06679098870136985","0.0007345767211892588","0.3088333680120901","7.527446249730258","5.566968050595479","9.721348962792698","22.254906929933775","20.8746402755119","24.013881053041608","16.537379357141162","13.35989338123035","20.651833013525152","25.500281395232527","21.998258488997976","29.194861205788133"
"1024","0.005534830940454064","0.0006453638832232187","0.016091761858947066","0.06180499856338188","0.000724179074417471","0.2839613492782168","7.5090110357732485","5.543563939563583","9.706514112347255","22.264613683664148","20.895344206827378","24.02639632626547","16.547538130794177","13.370494710688419","20.661593170625597","25.507775809699563","22.00485662147106","29.20307602441717"
"1025","0.005478514325677638","0.0006392545502543858","0.015883800511813064","0.05815419139815671","0.0007139425768446293","0.2657657516082567","7.490554928353187","5.520148417319147","9.691658871032711","22.27174998524376","20.916311408677622","24.02752133342649","16.557690817247753","13.381090391641592","20.671345136741436","25.5152592533304","22.01144592985266","29.211277527322448"
"1026","0.005422658229543493","0.0006332000358634511","0.015678447500846238","0.05554158477818559","0.0007038648121858613","0.25276161806545483","7.472078202990639","5.496721372039564","9.676783391175386","22.277405928990955","20.93761188842889","24.017868983013354","16.56783724979605","13.391680036614558","20.681088595294906","25.522731310639895","22.018025840889077","29.21946411501837"
"1027","0.005367263110016165","0.0006271999906083903","0.015475681169976038","0.053515019613669355","0.000693942656092955","0.24268811816065486","7.453581246937304","5.473283356760361","9.66188771587595","22.28528258022885","20.95932936828129","24.0199003680816","16.57797754599901","13.402264178816788","20.69082384681597","25.530191975923533","22.02459657798019","29.227636315324037"
"1028","0.005312325632913813","0.000621254082307442","0.015275470005226806","0.051709308238534535","0.0006841742254117023","0.23371929539890063","7.435064398331315","5.449834568768492","9.646971200065515","22.29646082662376","20.98139726637602","24.033591655903265","16.58811180666432","13.412842339806962","20.700551342483184","25.53764131038657","22.031158099169055","29.235794388687104"
"1029","0.00525784347293389","0.00061536202429184","0.015077780577661246","0.04996134582991656","0.0006745568860692066","0.22503963797467075","7.416528079918244","5.42637558312076","9.632033796514307","22.305936077574547","21.003393156480406","24.040213171842485","16.598239735551985","13.423414827067399","20.71027025026297","25.54507907031392","22.037709748167078","29.243938461288348"
"1030","0.0052038166425250635","0.000609523716810759","0.01488259408688413","0.048279598218347326","0.0006650877336275353","0.21669147809984401","7.397972577552949","5.4029068656118575","9.617075788385554","22.3121590216424","21.025044373020933","24.03581975478861","16.60836138045078","13.433981284524371","20.71998088217001","25.552505239641132","22.04425178114657","29.25206775940341"
"1031","0.00515024428515176","0.000603738560211022","0.014689882248059406","0.0467388376857764","0.0006557641230857556","0.20904870261162464","7.379398266378894","5.3794285947499585","9.602096690222574","22.324888467903175","21.04661587197019","24.03899733344584","16.61847675407075","13.444541952817776","20.729683331532055","25.55991961809234","22.05078409253303","29.26018242599058"
"1032","0.005097122460581706","0.000598006417739108","0.014499605740538263","0.04539202484340761","0.0006465842596648325","0.20237612574341396","7.360805545567073","5.355941493837351","9.587096456739859","22.331799966861514","21.0686080185667","24.053894914331323","16.628585797098964","13.455097016587414","20.73937739213752","25.567322526602368","22.05730698587905","29.268283132546724"
"1033","0.00504445257357623","0.0005923267528874636","0.014311750178883418","0.044237035461025156","0.000637544765013185","0.19666315025478176","7.342194831248527","5.3324460651305445","9.572074960475096","22.34645206153362","21.09133970910133","24.061748583611745","16.63868850812554","13.465646320525698","20.749062795543615","25.57471361021095","22.063820122926128","29.2763686782019"
"1034","0.004992231696287906","0.0005866993787867096","0.014126280445652268","0.04322763428113741","0.0006286441928703667","0.1916786186571465","7.323566446320493","5.30894259862488","9.557032190571817","22.361024094825474","21.114855007736722","24.061299467730542","16.648784930095495","13.476189716711492","20.758739791873403","25.582092797271144","22.070323150872685","29.284439785189598"
"1035","0.004940460831582557","0.0005811239309485725","0.013943179925266716","0.04230217104298819","0.000619879646396117","0.18711428450806727","7.304920738820376","5.285431708515264","9.5419677377399","22.360462034788306","21.138811446452046","24.067672444214356","16.65887471233364","13.486727303583292","20.768408109578694","25.589460075084567","22.076816096345937","29.29249627695816"
"1036","0.0048891378553829554","0.0005755997629558312","0.013762416678117636","0.04140964878166981","0.0006112496875631458","0.18271517070452095","7.2862580988079655","5.261913921995336","9.52688182191661","22.383231983885953","21.162449821217475","24.085585901593255","16.668958008868046","13.497258860653336","20.778067516403414","25.596815211244135","22.083299287606042","29.300537675890038"
"1037","0.004838260748117073","0.0005701268746028144","0.013583957869671284","0.040523643042862816","0.0006027509357985186","0.1783491618191742","7.267578839258633","5.238389616855554","9.511774044420074","22.38903800350484","21.185578350663633","24.10169070288626","16.679034788321474","13.507784738592465","20.78771833541513","25.60415846357692","22.0897721938339","29.308564468785903"
"1038","0.004787829101098963","0.0005647047999075543","0.013407782554054214","0.039643298545774044","0.000594382340118966","0.17401195157668148","7.2488834745159325","5.214859541182502","9.496644369885693","22.40277478528346","21.20786196649093","24.107858258494815","16.689105080844968","13.518305006022578","20.79736003516979","25.611489297509035","22.096234656680313","29.31657589549794"
"1039","0.004737842401535067","0.0005593331590462805","0.013233865447217117","0.038785567463027984","0.000586140452593014","0.16978829066732173","7.2301721812515165","5.191324078156577","9.481492562043844","22.400925940881883","21.226146690657433","24.11999436900123","16.69916877515271","13.528819228405583","20.806993335835923","25.618808222503013","22.102687034311877","29.32457244819979"
"1040","0.004688301842257756","0.0005540113809218942","0.013062191351295773","0.037974568557712765","0.0005780245255316023","0.16579870836495358","7.2114454600008155","5.167783800320313","9.466318433490759","22.420131756768654","21.24139563635721","24.140866387292665","16.709225851831786","13.539327725022364","20.816617400225898","25.626114728407533","22.109129027302615","29.332554520737272"
"1041","0.004639202017355206","0.0005487393598715013","0.012892713944560331","0.03723238691174261","0.0005700315550662772","0.16215356946935197","7.192703566931674","5.144239590896062","9.45112190674861","22.423525420204733","21.25161776273367","24.15865875728861","16.719276255916135","13.549830376903238","20.826232247570115","25.63340875552533","22.115560641572426","29.340521165098927"
"1042","0.004590544377818432","0.0005435166115940021","0.012725418129627112","0.0365733283726032","0.0005621598021651093","0.15892429591485316","7.173946908933192","5.12069165172838","9.435903025286372","22.42753758200589","21.26883126406181","24.171198765972864","16.7293199789622","13.560327104400352","20.835838473310133","25.640690540363448","22.121981584449045","29.348472613945088"
"1043","0.004542327395569657","0.0005383428086394154","0.012560278490704686","0.036001817951050036","0.0005544070938189867","0.15613288272263529","7.155175854423741","5.097140725806162","9.420661614634975","22.43837763230978","21.28358072905355","24.187184816279373","16.73935712896721","13.570818154169618","20.845435794655433","25.647959699558008","22.128391697647498","29.356408958080372"
"1044","0.004494550046351512","0.0005332175373602117","0.0123972693506454","0.03551288537743015","0.0005467718986581825","0.15375431040592225","7.136390665266289","5.073587283479241","9.405397335517009","22.449459337112774","21.29095290279208","24.206464120668514","16.749387420171765","13.581303433297917","20.8550235278902","25.655216339071607","22.134791594167535","29.364330120443668"
"1045","0.004447210707279449","0.0005281402878871712","0.012236362229424202","0.035094392035799046","0.0005392517354050149","0.15172767788084823","7.117591842855421","5.050032092366354","9.390110344031982","22.456623708729524","21.300370678160387","24.223525109059615","16.75941102637352","13.591782812347802","20.864602206387538","25.66246027830349","22.14118008204717","29.37223589902534"
"1046","0.004400309426983437","0.0005231108918767935","0.012077540937364942","0.03472986613736698","0.0005318453406067186","0.1499703830082076","7.09877969626263","5.026475803447762","9.37480022242415","22.454576228427804","21.312589163267212","24.23845589683126","16.76942767785076","13.60225634636678","20.87417124924047","25.66969136843138","22.147557778474646","29.380126036455895"
"1047","0.004353843477349037","0.0005181288035439111","0.011920773250298014","0.03440157437110576","0.0005245499212895969","0.14839349612208647","7.07995471137329","5.002919054074447","9.359467282677517","22.460673279440336","21.32015904034068","24.258040165494876","16.77943765661774","13.612724228889501","20.88373140966972","25.67690991747737","22.153924683369972","29.388000924628976"
"1048","0.004307811974291207","0.00051319368436104","0.011766035821501217","0.03409314249240032","0.0005173643307723158","0.1469148467693031","7.0611170419527385","4.979362146423939","9.344111429311882","22.474429527755138","21.323657561997443","24.282114553747416","16.789440554293385","13.623185973262563","20.893281990916407","25.684115364492687","22.160280645529355","29.395860271096865"
"1049","0.004262213795513055","0.0005083050820828209","0.011613308061841117","0.03379154345150604","0.0005102867085841414","0.14546898923771312","7.042267275171412","4.955806133562354","9.328732257649415","22.469962017361087","21.329305304552282","24.304986570177448","16.799436656153173","13.633641937790681","20.90282293081455","25.69130801916924","22.166625582038325","29.403703939427327"
"1050","0.004217045719919994","0.0005034628395717409","0.011462559329884483","0.033488246763462216","0.0005033154721194111","0.14401294158124095","7.023405721106338","4.9322513763149525","9.313330151548081","22.467625462675215","21.339395549302132","24.322365749088632","16.80942583865335","13.644092414927599","20.912354060352698","25.698487404041238","22.17295897127073","29.411531623475682"
"1051","0.004172309126804878","0.0004986664139999158","0.011313777598779728","0.0331794549519453","0.0004964480074252781","0.14252739748564727","7.0045328745384525","4.908698946457211","9.297904765350232","22.474478396229404","21.338775245330417","24.34079170661764","16.819408131885705","13.654536616134687","20.921876139366784","25.705653849763916","22.179281040083044","29.419343955383784"
"1052","0.00412799873787892","0.0004939155091918998","0.011166925059469358","0.03286558792633004","0.0004896837826471454","0.14101413567017476","6.985648933662023","4.885148885994564","9.282455884275498","22.477748438826236","21.341311302130894","24.36478172976875","16.829383368693872","13.664975130194739","20.93138816310983","25.712807187422904","22.18559195283426","29.4271405155156"
"1053","0.004084114119384587","0.0004892095459707841","0.011021985041386443","0.0325502194952768","0.0004830202741393848","0.13949073249102906","6.96675465910115","4.8616022930152845","9.266984329779786","22.47851030873872","21.349872519760932","24.38937797830998","16.839351744845324","13.675408068301193","20.94089086094659","25.719947228025575","22.191891440232823","29.434921356829236"
"1054","0.004040653089319478","0.00048454834007003833","0.010878932936263939","0.032238803896516746","0.00047645584199869064","0.13798417471584273","6.947850150411497","4.83805971771142","9.251489386275487","22.480671099979116","21.345725699404703","24.411080865429856","16.849312865305766","13.685834929962327","20.950383200823453","25.727073916616355","22.198179265076565","29.442685733042463"
"1055","0.003997614281405074","0.00047993139496441047","0.010737749934529476","0.031937401817100315","0.0004699892571370774","0.13652451921000372","6.928936035797813","4.814521682541983","9.235971296604838","22.484563987457353","21.343264980031513","24.43115186394882","16.859266983687114","13.69625617402794","20.9598659155637","25.73418709903229","22.20445509053683","29.450434490920745"
"1056","0.003954996106906491","0.00047535843091675345","0.010598416213933355","0.03165165682216235","0.00046361910538175445","0.1351397674222461","6.910012682100204","4.790988954195856","9.220430313348619","22.489957465550752","21.348058139993004","24.453135424213794","16.869214043068986","13.706671504644378","20.969338348503495","25.741287075733673","22.210719601213718","29.458167610221196"
"1057","0.003912793355566022","0.0004708290072967863","0.010460891456235364","0.03138609366028366","0.0004573435169764464","0.13385235328979725","6.891080680081387","4.767462290688106","9.204866315401594","22.495292797933118","21.347604032110397","24.477707486765656","16.879153941009015","13.717080861877555","20.978801343378223","25.748373360425582","22.216972158808986","29.465883931474675"
"1058","0.0038710081789102304","0.0004663428434728813","0.010325178862201913","0.03114374390372085","0.0004511604115632439","0.13267728694401576","6.8721402781415275","4.743942285053035","9.18927939529848","22.497553487882982","21.342343164187604","24.501488746869292","16.889086723139002","13.727484301187397","20.988253990142297","25.755446067059257","22.223212984424205","29.47358406120589"
"1059","0.003829633990341938","0.0004618993802690905","0.0101912336132585","0.030926067536359358","0.00044506934598769133","0.13162174748406874","6.853192187166114","4.720429624204356","9.173669683027216","22.501074628621545","21.343183387320742","24.525003565748342","16.89901225995667","13.737882119516238","20.997696471135686","25.76250500591082","22.22944177211905","29.481268116116507"
"1060","0.003788670987606413","0.0004574983455467711","0.01005904658201051","0.030733108398332636","0.0004390682164040801","0.1306858701143519","6.834236691367278","4.696924929495359","9.158037256239387","22.50666855458565","21.346145782884037","24.54875196790435","16.908930649917913","13.748274094122397","21.007128552203543","25.769550284461566","22.235658616545887","29.48893647060272"
"1061","0.003748115157862742","0.00045313951890315913","0.009928589506061073","0.030563748913874804","0.0004331557467302568","0.12986400436226575","6.815274205171266","4.673428764778957","9.142382231632638","22.51200132302147","21.334228920118665","24.57258866784","16.918841711954705","13.75865990882619","21.016550692145497","25.776581574170315","22.24186334705771","29.49658743881273"
"1062","0.0037079651997197613","0.0004488223061441336","0.009799845972477659","0.030416047373104944","0.00042732996392253446","0.12914642402587542","6.7963053199584","4.649941804668834","9.126704744140332","22.5162863507089","21.33050316778865","24.596201285591295","16.928745618348437","13.76904027593604","21.02596234623633","25.783598988138532","22.248056024578986","29.50422222354522"
