"Step","model.ln_type: pre - train/spec_loss","model.ln_type: pre - train/spec_loss__MIN","model.ln_type: pre - train/spec_loss__MAX","model.ln_type: pre - train/loss","model.ln_type: pre - train/loss__MIN","model.ln_type: pre - train/loss__MAX","model.ln_type: attn-pre - train/spec_loss","model.ln_type: attn-pre - train/spec_loss__MIN","model.ln_type: attn-pre - train/spec_loss__MAX","model.ln_type: attn-pre - train/loss","model.ln_type: attn-pre - train/loss__MIN","model.ln_type: attn-pre - train/loss__MAX","model.ln_type: mlp-pre - train/spec_loss","model.ln_type: mlp-pre - train/spec_loss__MIN","model.ln_type: mlp-pre - train/spec_loss__MAX","model.ln_type: mlp-pre - train/loss","model.ln_type: mlp-pre - train/loss__MIN","model.ln_type: mlp-pre - train/loss__MAX"
"6060","7.779217898865835","5.607346015269906","12.445454139787534","0.0059503412805497645","0.0017671952955424786","0.014765189029276371","4.634110372340803","4.486599231816265","4.78943724394538","0.000022392085384126403","1.2761250900439336e-7","0.00010842378833331168","2.803335282525251","1.8500642135596475","3.818061478539608","0.29201257473905573","0.0004856997693423182","1.4272009134292603"
"6061","7.783767408196743","5.609121531453346","12.46575521676876","0.005890285014174879","0.0017481126124039292","0.014615846797823906","4.6341367796027635","4.486644941019496","4.789558567001962","0.00002215769724216443","1.2681445582529705e-7","0.00010728682536864653","2.780723976366494","1.8492674636837283","3.707034630364876","0.25882383420248517","0.00048067342140711844","1.2615324258804321"
"6062","7.788304459034428","5.610899318387585","12.486058944604169","0.005833932012319565","0.001729229697957635","0.014483725652098656","4.6341629577599015","4.4866912845501705","4.78967878071202","0.00002192576058916984","1.2602392018834507e-7","0.00010616174404276535","2.7566998406227423","1.8484540179631896","3.588937473106639","0.22701865494600498","0.00047569905291311443","1.1027802228927612"
"6063","7.792834015026308","5.6126790846573735","12.506364476325109","0.0057806303724646565","0.001710544340312481","0.014365564100444317","4.634188907100753","4.486738299317365","4.789797827317125","0.00002169625562373767","1.2524097314781102e-7","0.00010504844976821914","2.7333800527021346","1.8476240297491295","3.474354943368333","0.1950132543919608","0.000470775761641562","0.9430253505706787"
"6064","7.7973603595456185","5.6144614796891315","12.526671109533787","0.005729818437248469","0.0016920547932386398","0.01425856351852417","4.63421464483159","4.486785963550077","4.789915818570703","0.000021469161376330702","1.2446547259514773e-7","0.00010394684068160132","2.7131984186892155","1.8467776629716184","3.375454871236615","0.1643492954375688","0.0004659032274503261","0.7899760603904724"
"6065","7.801886610977102","5.616246174486473","12.54697835237267","0.005681105190888047","0.001673759426921606","0.014160765334963799","4.634240157495374","4.486834311395762","4.790032656853032","0.000021244432141998003","1.2369734747608163e-7","0.00010285669122822583","2.6974182636556163","1.8459150275047165","3.298552879242746","0.13843684967141598","0.0004610809264704585","0.6606826782226562"
"6066","7.806414808248057","5.618032848555764","12.567285246573181","0.005634274496696889","0.001655656029470265","0.014071092009544373","4.634265453194191","4.486883318161594","4.790148416131314","0.00002102207248810828","1.2293652673633915e-7","0.00010177803051192313","2.6858917490613363","1.8450364813590991","3.2429086475632025","0.11900099287740887","0.00045630824752151966","0.5637705326080322"
"6067","7.810946228366849","5.619822446766409","12.587590742259598","0.0055892400210723284","0.0016377427382394671","0.013989117927849293","4.634290539521695","4.486933007408555","4.790263081798127","0.00002080203679781789","1.2218289668908255e-7","0.0001007106329780072","2.677523971156221","1.8441423180227485","3.2030466327853877","0.10509466800722293","0.000451584899565205","0.49450430274009705"
"6068","7.815481216328315","5.6216141696598845","12.60789479953555","0.00554598004091531","0.001620018039830029","0.013914735987782478","4.634315405007862","4.486983328735901","4.790376624188814","0.000020584308271054396","1.2143647154516657e-7","0.00009965441859094426","2.670764620674766","1.8432331430464222","3.1712141150072943","0.09449393730028532","0.0004469102423172444","0.4417642652988434"
"6069","7.820019360310354","5.62340833548589","12.628195798772351","0.005504471343010664","0.0016024798387661576","0.0138478334993124","4.634340052337256","4.487034357089876","4.790489038152689","0.000020368864397823927","1.2069705235262518e-7","0.00009860927821137011","2.6641414974267823","1.8423093573250708","3.140049386700167","0.08491814156295732","0.00044228375190868974","0.3941470980644226"
"6070","7.824560003648719","5.625205200637865","12.648493044554266","0.005464651272632182","0.0015851263888180256","0.013788100332021713","4.634364494616534","4.487086038370571","4.790600348321758","0.000020155677793809447","1.1996468174402253e-7","0.00009757508087204769","2.656932679854104","1.841371346042218","3.1059422258053533","0.07488662313553504","0.0004377049335744232","0.3442494869232178"
"6071","7.829102058554184","5.62700437765648","12.66878563178149","0.005426404066383839","0.00156795559450984","0.013734963722527027","4.634388732882776","4.487138426854209","4.790710579102058","0.000019944726005860502","1.1923921761081147e-7","0.0000965517174336128","2.649405274006714","1.840419465437013","3.0702278061994934","0.0646323240653146","0.0004331731761340052","0.29323610663414"
"6072","7.833644663554155","5.628806334018743","12.689072893082733","0.005389579595066607","0.0015509662916883826","0.013687677681446075","4.634412749705892","4.487191463118168","4.79081968905991","0.000019735990933611446","1.185206244258552e-7","0.00009553910058457404","2.642224777680603","1.8394540090878166","3.0362335031687793","0.055744383088313046","0.0004286883631721139","0.24905264377593994"
"6073","7.838186837632742","5.630610690835013","12.709353495455446","0.0053540139459073545","0.001534156152047217","0.01364542543888092","4.634436563817597","4.487245207194481","4.790927674112121","0.000019529441317445162","1.1780869613176037e-7","0.00009453707752982154","2.6357592121230105","1.8384752195229397","3.0057995405932054","0.04938403361011297","0.0004242496797814965","0.21750524640083313"
"6074","7.84272826593583","5.632417796917979","12.729626884505816","0.005319552682340145","0.0015175237786024809","0.013607442378997803","4.634460186509147","4.487299647162799","4.791034592015203","0.000019325059352581774","1.1710365299677505e-7","0.00009354556095786393","2.62994450689618","1.837483476986329","2.9786056162352024","0.04545677698333748","0.00041985666030086577","0.19812141358852386"
"6075","7.847269001293247","5.6342275314659105","12.74989222628085","0.005286065000109375","0.0015010670758783817","0.013573081232607365","4.6344835891766945","4.487354736611378","4.791140385705091","0.000019122827801254516","1.1640519659295023e-7","0.00009256447083316743","2.6245519246029643","1.836479180707576","2.9535082806063184","0.04308881880715489","0.00041550910100340843","0.1865321546792984"
"6076","7.851809676781114","5.6360396791264025","12.770148387456366","0.005253445543348789","0.0014847841812297702","0.013541821390390396","4.634506799165997","4.487410537094365","4.791245065567289","0.000018922715358371534","1.1571340507998684e-7","0.00009159365436062217","2.6194808290869354","1.835462702742707","2.9485307402348204","0.041222563054179776","0.00041120636160485446","0.17744947969913483"
"6077","7.856351760478769","5.6378548864543685","12.790394507313753","0.005221610306762159","0.0014686738140881062","0.013513247482478619","4.634529802184103","4.48746703261771","4.791348650864792","0.00001872469248382913","1.1502811503305566e-7","0.00009063296602107584","2.6148469955435645","1.834434383195337","2.9490484341730165","0.039095632964745164","0.000406947685405612","0.16706150770187378"
"6078","7.860897048629353","5.639672544230041","12.81062985805833","0.005190487415529787","0.0014527342282235622","0.013487007468938828","4.6345526243931205","4.487524219656701","4.7914511717991495","0.000018528755545332844","1.1434926960873781e-7","0.00008968239126261324","2.6108262688845585","1.8333947035064386","2.949590868593679","0.0365773877769243","0.000402733072405681","0.15471503138542175"
"6079","7.865447935503029","5.641493113177283","12.830853325283675","0.005160013632848859","0.0014369632117450237","0.013462793081998825","4.634575229436451","4.4875820825233825","4.791552536326801","0.00001833487293225744","1.1367681196361445e-7","0.00008874177729012445","2.607434026016081","1.832343740389061","2.9501573572074786","0.034016261267242956","0.00039856191142462194","0.14215222001075745"
"6080","7.870006924334504","5.643316473965418","12.851063956925875","0.005130130425095558","0.0014213594840839505","0.01344031747430563","4.634597652426494","4.487640671482749","4.791652833691845","0.00001814302243445809","1.1301067814883936e-7","0.00008781101496424526","2.604449500534081","1.831282002660295","2.9507472860385557","0.03177342420094646","0.00039443399873562157","0.13117893040180206"
"6081","7.874576779456075","5.645142331823263","12.871261737362989","0.005100780539214611","0.0014059216482564807","0.01341930404305458","4.634619875193994","4.487699942475747","4.7917520043482265","0.000017953194827668995","1.1235081842642103e-7","0.00008689006062922999","2.601510250098248","1.830209799238998","2.9513601759538814","0.02994255504454486","0.0003903483448084444","0.12226355820894241"
"6082","7.879159739011909","5.646971556213286","12.891444394707548","0.005071907630190253","0.0013906473759561777","0.013399478048086166","4.634641917444453","4.4877599277694475","4.7918500820789784","0.0000177653541413747","1.1169711910952174e-7","0.0000859787396620959","2.598283701532344","1.8291275422308704","2.95199559719669","0.028376438305713236","0.0003863048041239381","0.114670030772686"
"6083","7.883757651514573","5.6488028227691895","12.911612280515941","0.005043445737101138","0.001375535037368536","0.013380520045757294","4.634663767571756","4.487820619450475","4.791947064816115","0.000017579482417318104","1.1104960151442356e-7","0.00008507696475135162","2.5946020064603057","1.8280356888143925","2.9526530734939516","0.026869919116143136","0.0003823030856437981","0.10737258195877075"
"6084","7.888371866209928","5.65063789983601","12.9317634650416","0.005015326687134803","0.0013605838175863028","0.013362093828618526","4.634685430001776","4.487882012382967","4.792042980323809","0.000017395565944866575","1.1040815195428877e-7","0.00008418467041337863","2.5904849571128996","1.8269345861172979","2.9533323712189223","0.025334483216283843","0.00037834266549907625","0.09992865473031998"
"6085","7.893002290243689","5.652474793301924","12.951897267025112","0.0049874738324433565","0.0013457912718877196","0.013343826867640018","4.634706894971652","4.487944100490811","4.7921377556394145","0.000017213579062058672","1.097726993748438e-7","0.00008330173295689747","2.586064216607499","1.8258246618518188","2.9540331386843888","0.023833117354661225","0.0003744229907169938","0.09265318512916565"
"6086","7.897648617899733","5.65431602749297","12.972012388047157","0.004959813551977277","0.0013311562361195683","0.013325359672307968","4.634728188285036","4.4880069083204335","4.792231478312472","0.000017033502611241148","1.0914320824895185e-7","0.00008242805779445916","2.5814872262426944","1.8247061595185177","2.954755145767424","0.02248232766869478","0.00037054388667456806","0.08612872660160065"
"6087","7.902308651368017","5.656158141004997","12.992108447711125","0.004932287125848233","0.001316676614806056","0.013306406326591969","4.63474930053315","4.488070436591677","4.792324090922191","0.000016855317007014037","1.0851960752233936e-7","0.00008156355033861473","2.5768606078059415","1.8235793546245729","2.95549809520873","0.02135177832096815","0.00036670465487986803","0.08070360124111176"
"6088","7.906980605180713","5.658006006610296","13.012183335141138","0.004904858814552426","0.0013023511273786426","0.013286798261106014","4.6347702137645586","4.488134653918459","4.792415554383135","0.000016678999386954274","1.0790189719500631e-7","0.00008070810144999996","2.572240155284297","1.8224445488604655","2.956261716961903","0.02043696438195184","0.0003629050333984196","0.07635530829429626"
"6089","7.91166021697479","5.659852640562783","13.03223682547324","0.004877521749585867","0.0012881784932687879","0.01326651033014059","4.634790965308515","4.488199600246077","4.792506007674221","0.000016504543886242118","1.072899138421235e-7","0.00007986168202478439","2.567647637042319","1.8213020548896508","2.9570456337394555","0.019682260003173725","0.0003591445565689355","0.0728057324886322"
"6090","7.916346176126007","5.661709008471649","13.05226738779987","0.004850288690067828","0.0012741569662466645","0.013245615176856518","4.6348115429160055","4.4882652632780875","4.792595340832506","0.000016331911771771958","1.066836574636909e-7","0.00007902410288807005","2.5630947485001156","1.8201520618397953","2.9578494388460306","0.019014765281463043","0.00035542299156077206","0.06969037652015686"
"6091","7.921031483503145","5.663556734646121","13.072273622069462","0.004823184269480407","0.001260284916497767","0.013224244117736816","4.634831928022384","4.488331655721475","4.792683552333314","0.000016161092045763325","1.0608310674342647e-7","0.00007819531310815364","2.5586016187738165","1.8189949070897407","2.958672645587838","0.018372090737102553","0.00035173966898582876","0.06669732183218002"
"6092","7.925720144512769","5.665428163934469","13.092255734262407","0.004796221782453358","0.0012465607142075896","0.013202475383877754","4.634852146028832","4.488398744821734","4.7927706850324725","0.0000159920709677408","1.0548811246735568e-7","0.00007737524720141664","2.5542044151190155","1.8178309556248156","2.959514664964907","0.01771965345251374","0.0003480944724287838","0.06365367025136948"
"6093","7.930397851956333","5.6672643774588645","13.112210462164512","0.004769399180077016","0.0012329834280535579","0.013180305249989033","4.634872200562806","4.488466592632636","4.792856778207836","0.000015824822384047366","1.0489870305718796e-7","0.00007656377420062199","2.549951599076336","1.8166604950768472","2.9603748308885667","0.017054613749496638","0.0003444867907091975","0.06054523587226868"
"6094","7.935086514703935","5.6691767732444225","13.132140026642338","0.00474269287660718","0.0012195507297292352","0.013157627545297146","4.634892078210305","4.488535134266494","4.792941761561174","0.000015659335181794633","1.0431479324779502e-7","0.0000757608431740664","2.545893461642959","1.8154838371808995","2.96125246921916","0.016396824299590662","0.00034091624547727406","0.05747130140662193"
"6095","7.939741568849608","5.670947424191619","13.15203842187386","0.004716071672737599","0.0012062634341418743","0.01313429232686758","4.634911791164304","4.488604414100437","4.793025627806261","0.000015495582468361134","1.0373634040661273e-7","0.00007496632315451279","2.5420707945849466","1.814301335053071","2.962146772548826","0.01577351404703222","0.00033738251659087837","0.05456802621483803"
"6096","7.944453773143548","5.6730167644302485","13.171911753121837","0.004689506837166846","0.001193119678646326","0.013110166415572166","4.6349313369969805","4.488674416278342","4.7931084552684515","0.00001533355644767198","1.0316323084680334e-7","0.00007418017776217312","2.538507400944895","1.813113256249896","2.9630569915289864","0.01520634795888327","0.0003338852839078754","0.05194375291466713"
"6097","7.949039488528198","5.674465462744416","13.191749525648747","0.004662990616634488","0.0011801369255408645","0.013085201382637024","4.634950717272604","4.48874515385881","4.793190166905867","0.000015173228752018985","1.0259543614665745e-7","0.0000734022687538527","2.535207930281934","1.8119197920218237","2.9639822505310005","0.01470554904663004","0.00033042419818229973","0.049649614840745926"
"6098","7.95390014893996","5.677273193689363","13.211563936866836","0.004636538168415427","0.0011673636035993695","0.013059433549642563","4.634969931513984","4.488816611164499","4.793270787547391","0.000015014584475636638","1.0203293498989296e-7","0.00007263252336997539","2.5321606385714697","1.810721158051326","2.964921780053461","0.014270215306896716","0.00032699870644137263","0.04768112301826477"
"6099","7.958154395566642","5.677038103860923","13.23133332440615","0.004610235569998622","0.00115513417404145","0.013032964430749416","4.634988987611594","4.488888799975504","4.793350353656786","0.000014857611374452517","1.0147569895480046e-7","0.00007187088340288028","2.529342705223892","1.8095174955428357","2.9658748326749556","0.013891756947850808","0.0003236086049582809","0.04599533602595329"
"6100","7.96382411000958","5.683818763820325","13.251092378590686","0.004584423243068158","0.0011450769379734993","0.0130058778449893","4.635007892538972","4.488961750341415","4.793428830536435","0.00001470228275621821","1.0092360724911487e-7","0.00007111721788533032","2.526726874187116","1.8083090268653392","2.966840675780243","0.013557965884683654","0.00032025351538322866","0.04453123360872269"
"6101","7.966103071850659","5.673637688024429","13.270773877971266","0.004561058897525072","0.0011469338787719607","0.012978226877748966","4.635026629153155","4.489035400810842","4.793506224922048","0.000014548589420826375","1.0037667408369089e-7","0.00007037148316157982","2.5242875130684443","1.8070959253275782","2.967818704260143","0.013256551697850227","0.00031693303026258945","0.043227385729551315"
"6102","7.977062428643691","5.706715233511888","13.290503913591948","0.004553284798748791","0.0012264559045433998","0.012949982658028603","4.635045215339682","4.489109804731135","4.793582512687447","0.000014396510140102237","9.983475734998137e-8","0.00006963357736822218","2.522004889658838","1.8058784593708268","2.968808303949266","0.012977661454351619","0.00031364677124656737","0.042034536600112915"
"6103","7.955116875599747","5.575378733137693","13.3100246322006","0.004751848289743066","0.001312748296186328","0.012921079993247986","4.635063637678613","4.489184945188973","4.793657759293226","0.000014246031769005186","9.929788546969576e-8","0.00006890343502163887","2.5198671357776434","1.8046567948878602","2.9698089831661","0.012715047196252272","0.0003103944181930274","0.04092146456241608"
"6104","7.994550559837438","5.750507302374779","13.329879391892389","0.5691946741193533","0.0012984895147383213","2.824669599533081","4.635081921815138","4.489260831859686","4.793731926392831","0.00001409713590589945","9.876603712655196e-8","0.00006818096881033853","2.5178698475283756","1.8034311567748165","2.9708203779697513","0.012465898314258084","0.00030717565095983446","0.0398741289973259"
"6105","7.930503750013841","5.409018949125405","13.348858638236445","1.6866359739564358","0.0012843774165958166","8.411993980407715","4.635100050084306","4.489337454803524","4.793805011389986","0.000013949803179968966","9.823911994999435e-8","0.00006746608414687216","2.5160139172386886","1.8022017131343266","2.9718421326035296","0.012229718524031341","0.00030398997478187084","0.038890063762664795"
"6106","7.86632418250065","5.064866783606153","13.369758962616482","1.2106753539759665","0.0012704296968877316","6.032308578491211","4.635118024843491","4.489414825318166","4.79387701392948","0.000013804020213115109","9.771702025318518e-8","0.00006675871554762125","2.5143028094505673","1.8009686214582021","2.9728739328400167","0.01200685603544116","0.0003008372150361538","0.03797101601958275"
"6107","7.832434754405929","4.876899745235149","13.385859220411652","0.8635352323297412","0.0012567972298711538","4.296725273132324","4.635135867515702","4.489492938320561","4.793947975653187","0.000013659769007290378","9.719977356326126e-8","0.00006605877570109442","2.5127398403821677","1.7997320565810728","2.9739155550750187","0.01179735102923587","0.0002977171097882092","0.03711720556020737"
"6108","7.8228805737995915","4.798799846049253","13.413716891239542","0.7604818810010329","0.0012443569721654058","3.7815744876861572","4.635153552757568","4.489571789774315","4.79401783854634","0.000013517037085364337","9.668729461509429e-8","0.00006536620639963076","2.511326338394988","1.7984922267933972","2.9749668495492707","0.0116004501178395","0.00029462898964993656","0.0363248735666275"
"6109","7.819554107460542","4.779887951821105","13.413485760698544","0.7709479018114507","0.0012378816027194262","3.834014415740967","4.635171100948811","4.489651385776134","4.794086648393222","0.000013375803915494089","9.617951235441069e-8","0.00006468090577982366","2.510060247958303","1.7972492213744473","2.976027587453312","0.011414691293612122","0.0002915728837251663","0.035586725920438766"
"6110","7.8323079337712285","4.7799852195409684","13.474616930062503","0.8092595767928288","0.001257591531611979","4.025656223297119","4.635188499499387","4.489731729244932","4.794154349285707","0.000013236052589604697","9.567649783548404e-8","0.00006400279380613938","2.508935914900144","1.7960033011503647","2.9770976608122472","0.01123838229686953","0.00028854809352196753","0.03489430621266365"
"6111","7.823586678824938","4.788673416125392","13.419756623059536","0.7853509279666469","0.0013388973893597722","3.906134605407715","4.635205780417784","4.4898128338151","4.7942210413544535","0.000013097778820281292","9.517808763348512e-8","0.00006333184865070507","2.5079432889932227","1.7947544140304335","2.978176878530141","0.011070101149380207","0.0002855546772480011","0.03424051031470299"
"6112","7.8606395305972665","4.801679177051102","13.58942525284336","0.7262826228048652","0.001594405621290207","3.610640287399292","4.635222900416207","4.489894677025439","4.794286618147902","0.00001296095274341269","9.468427464298657e-8","0.00006266792479436845","2.5070685021300547","1.7935027590506538","2.979265094043394","0.010909050703048706","0.00028259214013814926","0.03362136334180832"
"6113","7.784326436551318","4.811272079471539","13.195649622909166","0.664243293274194","0.002745429752394557","3.2993950843811035","4.635239903783313","4.489977279973323","4.794351155476393","0.000012825566523133603","9.419504465313366e-8","0.00006201098585734144","2.50629298491823","1.7922484568851096","2.980362132910292","0.010755117062944918","0.000279660162050277","0.03303631395101547"
"6114","8.11159756038452","4.814348522210528","14.826278083985041","0.6244715828914196","0.002819600747898221","2.9501945972442627","4.635256757721673","4.490060635274448","4.794414587467817","0.000012691608120007913","9.371031239879812e-8","0.00006136097363196313","2.505595223623458","1.7909916170852729","2.9814678172522653","0.010608676751144231","0.0002767583355307579","0.03248723968863487"
"6115","7.649763936310492","4.810917973613067","12.51784839671799","2.461046657897532","0.002788098296150565","9.714134216308594","4.635273494312323","4.490144754252143","4.7944770045488125","0.000012559054000860215","9.323006366912523e-8","0.000060717771702911705","2.504948969682361","1.7897322845802186","2.982582026123935","0.010470207972684876","0.00027388663147576153","0.03197653964161873"
"6116","7.433847735657331","4.807718972680142","11.438724672862975","0.5249920376110822","0.0027569509111344814","2.1796367168426514","4.635290089789195","4.490229603680035","4.794538334363029","0.000012427893167910042","9.275416346099519e-8","0.00006008132913848385","2.5043285779668643","1.788470701686017","2.983704504401225","0.010339910694165155","0.00027104440960101783","0.031505223363637924"
"6117","7.356555251735642","4.8134741401527394","11.043708473806435","1.174454151885584","0.002726155798882246","3.998298168182373","4.635306559384675","4.490315227022592","4.7945985874677595","0.000012298117312070644","9.228271835581836e-8","0.0000594516059209127","2.5037034619922633","1.7872068692729606","2.9848351300555596","0.010217421111883595","0.0002682315243873745","0.03107147291302681"
"6118","7.318561901830425","4.826832549220543","10.83752295088865","0.5832879804540425","0.0026957078371196985","1.5120030641555786","4.635322892636629","4.490401582532834","4.794657809809312","0.000012169704197617648","9.18155365070561e-8","0.00005882849291083403","2.503053533644276","1.78594098160403","2.9859737452760804","0.010101752943592146","0.00026544768479652703","0.030670367181301117"
"6119","7.314312982144317","4.838575698634765","10.801610466777772","0.33286519031971695","0.002665602834895253","1.247145414352417","4.635339137780287","4.490488710024111","4.794715989939369","0.00001204263948721973","9.135269607440932e-8","0.00005821192098665051","2.502346293783714","1.784673074426066","2.987120215047827","0.009991456405259669","0.00026269257068634033","0.030294660478830338"
"6120","7.338597683259368","4.846291961939364","10.91232850302522","0.29954896713607015","0.002635837299749255","0.9959577918052673","4.635355214548627","4.490576614885797","4.794773058085347","0.000011916911157072719","9.089406205475825e-8","0.00005760183194070123","2.5015879226376967","1.7834033157068996","2.9882744527473646","0.00988493037293665","0.00025996609474532306","0.029936349019408226"
"6121","7.381037904423977","4.857709125753472","11.110060791357114","0.3326524503529072","0.0026064065750688314","0.8697860836982727","4.635371226987073","4.490665262662301","4.794829114103613","0.000011792504972163443","9.043971260780381e-8","0.000056998156651388854","2.5007264594334413","1.782131713777318","2.989436270905923","0.009780800202861428","0.0002572681987658143","0.02958856336772442"
"6122","7.425014447470734","4.876410290052149","11.30813136913963","0.35126460902392864","0.00257730670273304","1.030000925064087","4.63538702777179","4.49075467205025","4.794884065192204","0.000011669413144943518","8.998947720328943e-8","0.00005640085873892531","2.4998545247960213","1.7808583558855977","2.990605664313012","0.009678209153935313","0.0002546006580814719","0.029247017577290535"
"6123","7.461967357791394","4.895582201851652","11.470557570484903","0.2981419315561652","0.0025485348887741566","0.8777495622634888","4.635402848058996","4.490844822553667","4.794937997865338","0.00001154761274761995","8.954338426292452e-8","0.000055809825425967574","2.4987852349706676","1.7795833244524768","2.9917825464239822","0.009576937492238358","0.000251972145633772","0.02891061082482338"
"6124","7.487383336907483","4.909703138013217","11.580298442782054","0.23299420746043326","0.002520085545256734","0.635374128818512","4.635418328793745","4.490935757298676","4.794990874670129","0.000011427089536653056","8.910132720529873e-8","0.00005522498759091832","2.4979805919668086","1.7783066597985062","2.9929668585643885","0.009477342542959377","0.00024942620075307786","0.02858108840882778"
"6125","7.503925681493317","4.919792843123166","11.649654325568152","0.17931557074189186","0.0024919568095356226","0.468618780374527","4.635434104357989","4.491027438432731","4.795042709751017","0.000011307841579366595","8.866336287383092e-8","0.000054646337957819924","2.496587544913963","1.777028508478279","2.9941585672149373","0.009380152594530955","0.00024718607892282307","0.02826186642050743"
"6126","7.514691094508083","4.928271717755212","11.691691081283937","0.1454265379346907","0.0024641433265060186","0.42998480796813965","4.635449011362981","4.491119894101533","4.795093485297982","0.000011189844724412978","8.822944153052958e-8","0.00005407375647337176","2.4970584098588966","1.7757488387033402","2.9953576332058716","0.009286322956904769","0.00024636799935251474","0.027956603094935417"
"6127","7.520129765535441","4.935820186642208","11.70798232900041","0.1276539672166109","0.0024366420693695545","0.38294586539268494","4.635465229725929","4.491213118319419","4.795143218050287","0.000011073088008117792","8.779947080483907e-8","0.000053507192205870524","2.49575979738527","1.774467705735078","2.996563950504363","0.009197279851650818","0.00025152458692900836","0.02766788750886917"
"6128","7.521942145413459","4.942628142655274","11.706842362120568","0.11667492086999118","0.002409448614344001","0.33677804470062256","4.63547861891305","4.491307085640149","4.795191904073936","0.00001095755880271554","8.737342227504996e-8","0.0000529465833096765","2.4982841046255064","1.7731852238871304","2.9977774971662123","0.00911452894215472","0.0002694307186175138","0.027396466583013535"
"6129","7.523995204141895","4.949699239761461","11.706604208223741","0.10256320675835014","0.0023825604002922773","0.2694573700428009","4.635497263033334","4.491401836973136","4.7952395365273635","0.000010843250075254219","8.695131725744432e-8","0.00005239189704298042","2.495690947421544","1.7719014037592355","2.9989981717631493","0.009035679802764207","0.0002892799093388021","0.027141200378537178"
"6130","7.529046030608018","4.956593861004383","11.721494101710359","0.09393253731541336","0.0023559732362627983","0.231138214468956","4.635505000716091","4.491497342374844","4.7952861502417985","0.000010730141339365673","8.653332628227872e-8","0.000051843031542375684","2.4945926314658458","1.7706163417080192","3.0002258515168228","0.008959634538041428","0.0003080913156736642","0.02689957618713379"
"6131","7.537513795990134","4.962487697972354","11.754432811061797","0.08487621606327593","0.0023296838626265526","0.20372331142425537","4.635534904615756","4.49159362217017","4.79533168334472","0.000010618219972968745","8.612023094656251e-8","0.000051299924962222576","2.4876490475185666","1.7693300217102452","3.00146039312783","0.00887841614894569","0.0002891222247853875","0.026668455451726913"
"6132","7.548369588138921","4.967579637902563","11.800075992845231","0.07154017970897257","0.002303687622770667","0.1732245683670044","4.635517800631537","4.491690656107736","4.795376188457817","0.000010507480340038455","8.571566922910279e-8","0.00005076254819869064","2.4882314094112234","1.7680425099083192","3.002701698716652","0.008792694698786362","0.0002385701227467507","0.026444990187883377"
"6133","7.560305048453981","4.972575771621487","11.851174145652234","0.05857561747543514","0.0022779821883887053","0.15213318169116974","4.635601188031515","4.49178846900629","4.795419661943","0.000010397908705783721","8.533674389354928e-8","0.000050230817578267306","2.485407717792383","1.7667538385860797","3.0039495265595617","0.008723351266235113","0.00026289396919310093","0.02622712217271328"
"6134","7.572490740554588","4.978161119584327","11.902891995221536","0.04853711915202439","0.0022525638341903687","0.13783909380435944","4.635466616158245","4.491887037164261","4.795462076842048","0.000010289510441907623","8.506508208938612e-8","0.000049704678531270474","2.4844004333047196","1.7654639736552156","3.005203677562722","0.008646670880261808","0.0002445793361403048","0.026013800874352455"
"6135","7.584531600966547","4.984624384553994","11.952961673861818","0.04128376333974302","0.0022274295333772898","0.12508513033390045","4.6358013557642455","4.491986374246172","4.795503464511124","0.000010182347638476586","8.526595962621286e-8","0.00004918408012599684","2.4822199575724753","1.764172936160919","3.006463931862317","0.008574817521730439","0.0002446789585519582","0.025804787874221802"
"6136","7.596133082972509","4.991654478906881","12.000217467527412","0.0365212875418365","0.0022025746293365955","0.11557083576917648","4.63514699763752","4.492086475659809","4.795543824605262","0.000010076738129782825","8.759835168348218e-8","0.00004866895324084908","2.4835380492095385","1.76288078256284","3.0077300478589497","0.008503497127094306","0.00024152496189344674","0.025600286200642586"
"6137","7.606996059049574","4.998618274519585","12.043793706558937","0.03359433254227042","0.0021779974922537804","0.10952222347259521","4.636636414721929","4.492187355198643","4.7955831358153205","0.000009974331001672","1.0036407616098586e-7","0.00004815924330614507","2.4828917707126785","1.7615875844659015","3.0090017268845184","0.008431709403521382","0.00022990097932051867","0.02540050633251667"
"6138","7.616886607935601","5.005023094696704","12.083012140694823","0.03149053142406046","0.002153693465515971","0.10401976108551025","4.632410946295069","4.492288979434501","4.795621415902452","0.000009904758971401862","1.7456035550367233e-7","0.00004765491030411795","2.4818206977410537","1.7602932947335022","3.010278710282482","0.008363763155648485","0.00023138048709370196","0.025205422192811966"
"6139","7.625688871895896","5.01071018971331","12.11745243356311","0.029669498186558486","0.002129659987986088","0.09765354543924332","4.653222381688777","4.492391389516518","4.7956586937349295","0.016437243717487605","1.73403137182504e-7","0.08213748037815094","2.4798396369783684","1.7589979432302103","3.0115606504464134","0.00829420886002481","0.00021907303016632795","0.025014685466885567"
"6140","7.633390287229199","5.015756068060564","12.146977910555119","0.028070700634270907","0.0021058940328657627","0.09098221361637115","4.646692147231254","4.492494564661824","4.795694916066888","0.2417515654778981","1.7225700332801352e-7","1.2087095975875854","2.4806963998431457","1.7577015757827108","3.0128472175906547","0.008228406385751442","0.000220287503907457","0.024827782064676285"
